学校	所在学院	URL
中山大学南方学院	文学与传媒学院	http://wcy.nfu.edu.cn/a/xueyuangaikuang/zhuanyeshezhi/wangluoyuxinmeitix/
武昌首义学院  新闻与法学学院  http://xwfx.wsyu.edu.cn/jyjh/hkjs/21253.htm
